code,מקט,קו,כיוון,שם מפעיל,אשכול,מחוז,שם יישוב מוצא,שם יישוב יעד,מוצא_יעד מאוחד,סוג קו,שם סוג שירות,ייחודיות הקו,סוג אוטובוס,גודל אוטובוס,מספר חלופות,אורך מסלול (קמ) חלופה ראשית,"ק""מ שבועי",ממוצע נוסעים לקילומטר,מספר תחנות בקו - חלופה ראשית,הפעלת הקו,תחנות שקו זה משרת בבלעדיות,ישובים שקו זה משרת בבלעדיות,מהירות ממוצעת,משך נסיעה ממוצע (דקות),עלות תפעולית לנוסע,עלות תפעולית משוקללת,קבוצת יעילות תפעולית,כמות נסיעות יומית (ג),כמות נסיעות שבועיות,תיקופים יומי,תיקופים שבועי,ממוצע  תיקופים לנסיעה (שבועי),אומדן נוסעים (אחוזון 80),אומדן ממוצע נוסעים לנסיעה (אחוזון 80),מספר נוסעים מירבי,תקופת נסועה מירבית,הערה
19040_2,19040,40,2,קווים,חדרה-נתניה,מרכז,בת חפר,נתניה,נתניה_בת חפר,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,38.8,1358.1,0.2,57,מעל שנה וחצי,24,"בארותיים, עולש, תנובות",31.64,73.58,51.99,15451.428,אזורי,6,35,49.6,297.2,8.5,411.4,11.7542857142857,16.6,"יום שישי, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בשישי - 09:00-11:59| לבחון שינוי סוג רכב מוגדר לגדול יותר
19041_1,19041,41,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,א טייבה,עפולה_א טייבה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,24.6,1281.1,0.1,14,מעל שנה וחצי,5,"רמת צבי, מולדת, א טייבה",48.09,30.69,53.05,9575.525,אזורי,9,52,33.3,180.5,3.5,263.6,5.06923076923077,10,"יום חול, 15:00 - 18:59 - שיא ערב",
19041_2,19041,41,2,סופרבוס,העמקים,גולן גליל ועמקים,א טייבה,עפולה,עפולה_א טייבה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,24.8,1438.6,0.2,17,מעל שנה וחצי,7,"א טייבה, מולדת, רמת צבי",49.42,30.11,47.61,10478.961,אזורי,10,58,39.8,220.1,3.8,314,5.41379310344828,10.2,"יום חול, 09:00 - 11:59 - שפל יום 1",
19042_1,19042,42,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,כפר זיתים,טבריה_כפר זיתים,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,17.1,579.9,0.2,16,מעל שנה וחצי,8,"כפר חיטים, כפר זיתים",31.33,32.75,60.14,6681.554,אזורי,6,34,19.9,111.1,3.3,163.4,4.80588235294118,11.2,"יום שישי, 12:00 - 14:59 - שפל יום 2",
19042_2,19042,42,2,סופרבוס,העמקים,גולן גליל ועמקים,כפר זיתים,טבריה,טבריה_כפר זיתים,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,17.9,627.1,0.2,20,מעל שנה וחצי,7,"כפר זיתים, כפר חיטים",33.26,32.29,63.97,6780.82,אזורי,6,35,19.6,106,3,157.6,4.50285714285714,8,"יום חול, 15:00 - 18:59 - שיא ערב",
19043_1,19043,43,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,יאנוח ג'ת,נהריה_יאנוח ג'ת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,29,203.1,0.2,41,מעל שנה וחצי,,,36.68,47.44,45.7,1992.52,בינעירוני קצר,1,7,5.3,43.6,6.2,68.8,9.82857142857143,12.8,"יום שישי, 15:00 - 18:59 - שיא ערב",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
19043_2,19043,43,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,יאנוח ג'ת,נהריה,נהריה_יאנוח ג'ת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,29.9,329,0.3,45,מעל שנה וחצי,1,,37.17,48.26,34.47,3185.028,בינעירוני קצר,2,11,17.6,92.4,8.4,129.4,11.7636363636364,19.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
19044_1,19044,44,1,מטרופולין,הנגב,הדרום,באר שבע,ניצני סיני,באר שבע_ניצני סיני,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,102.6,3282,0.1,40,מעל שנה וחצי,,,64.16,95.95,53.8,18421.12,אזורי,5,32,52.7,342.4,10.7,461.2,14.4125,25.2,"יום חול, 09:00 - 11:59 - שפל יום 1",| מיעוט נוסעים בשעת שיא הבוקר
19044_2,19044,44,2,מטרופולין,הנגב,הדרום,ניצני סיני,באר שבע,באר שבע_ניצני סיני,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,96.8,2225.3,0.1,38,מעל שנה וחצי,,,63.06,92.1,51.25,12710,אזורי,4,23,43.4,248,10.8,357,15.5217391304348,29.2,"יום שישי, 06:00 - 08:59 - שיא בוקר",
19045_1,19045,45,1,קווים,חדרה-נתניה,מטרופולין חיפה,אום אל פחם,בנימינה גבעת עדה,אום אל פחם_בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,25.5,1273.4,0.4,23,מעל שנה וחצי,,,37.98,40.28,25.22,12082.902,בינעירוני קצר,9,50,92.3,479.1,9.6,577.4,11.548,22,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59| לבחון שינוי סוג רכב מוגדר לגדול יותר
19045_2,19045,45,2,קווים,חדרה-נתניה,מטרופולין חיפה,בנימינה גבעת עדה,אום אל פחם,אום אל פחם_בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,25.6,1304.3,0.3,21,מעל שנה וחצי,,,33.45,45.92,42.88,14051.776,בינעירוני קצר,10,51,65.2,327.7,6.4,428.4,8.4,15.2,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 15| מיעוט נוסעים בשעת שיא הבוקר
19046_1,19046,46,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,עמק יזרעאל,עפולה_עמק יזרעאל,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,17.9,975.8,0.2,19,מעל שנה וחצי,8,אחוזת ברק,30.44,35.28,54.52,12065.276,אזורי,10,57,42.1,221.3,3.9,317,5.56140350877193,10,"יום חול, 06:00 - 08:59 - שיא בוקר",
19046_2,19046,46,2,סופרבוס,העמקים,גולן גליל ועמקים,עמק יזרעאל,עפולה,עפולה_עמק יזרעאל,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,18,1046.9,0.2,17,מעל שנה וחצי,7,אחוזת ברק,36.79,29.36,44.48,10217.056,אזורי,10,58,43.6,229.7,4,333.8,5.7551724137931,10,"יום חול, 06:00 - 08:59 - שיא בוקר",
19047_1,19047,47,1,מטרופולין,שרון,מרכז,רעננה,תל אביב יפו,רעננה_תל אביב יפו,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,22.3,8683.7,1.8,44,מעל שנה וחצי,,,16.66,80.31,12.07,187992.664,עירוני תדירות גבוהה,72,390,2850.4,15575.2,39.9,20026.8,51.3507692307692,99.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בשישי - 12:00-14:59
19047_2,19047,47,2,מטרופולין,שרון,מרכז,תל אביב יפו,רעננה,רעננה_תל אביב יפו,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,22.1,9260.3,1.9,47,מעל שנה וחצי,,,17.61,75.3,10.95,189302.505,עירוני תדירות גבוהה,78,419,3196,17287.9,41.3,22176.2,52.9264916467781,92,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
19048_1,19048,48,1,קווים,חדרה-נתניה,מטרופולין חיפה,אל עריאן,בנימינה גבעת עדה,אל עריאן_בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,27.1,1732.4,0.2,29,מעל שנה וחצי,1,,32.43,50.14,49.13,19254.047,בינעירוני קצר,12,64,73.9,391.9,6.1,523.2,8.175,19.2,"יום חול, 06:00 - 08:59 - שיא בוקר",
19048_2,19048,48,2,קווים,חדרה-נתניה,מטרופולין חיפה,בנימינה גבעת עדה,אל עריאן,אל עריאן_בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,26.9,1401.3,0.2,31,מעל שנה וחצי,1,,30.15,53.53,68.65,16702.545,בינעירוני קצר,10,52,47.5,243.3,4.7,351.2,6.75384615384615,14.8,"יום חול, 12:00 - 14:59 - שפל יום 2",
19049_1,19049,49,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,זרזיר,זרזיר,זרזיר_זרזיר,עירוני,מקומי מאסף,תלמידים,עירוני,מידיבוס,5,2.7,109.8,1.7,6,מעל שנה וחצי,6,,18.55,8.73,9.75,1833,תלמידים,7,35,37.6,188,5.4,580,16.5714285714286,31,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון דילול חלופות| קו עירוני עם פחות מ-10 נסיעות יומיות
19049_2,19049,49,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,זרזיר,זרזיר,זרזיר_זרזיר,עירוני,מקומי מאסף,תלמידים,עירוני,מידיבוס,5,2.6,120.6,2.7,7,מעל שנה וחצי,5,,13.63,11.45,8.96,2885.12,תלמידים,9,42,64.4,322,7.7,1156.8,27.5428571428571,47.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון דילול חלופות| קו עירוני עם פחות מ-10 נסיעות יומיות
19050_1,19050,50,1,מטרופולין,הנגב,הדרום,באר שבע,ערערה בנגב,באר שבע_ערערה בנגב,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,34.9,5937.4,0.2,38,מעל שנה וחצי,,,36.46,57.43,59.77,58580.577,בינעירוני קצר,32,170,184.6,980.1,5.8,1632.8,9.60470588235294,16,"יום שישי, 12:00 - 14:59 - שפל יום 2",| מיעוט נוסעים בשעת שיא הבוקר
19050_2,19050,50,2,מטרופולין,הנגב,הדרום,ערערה בנגב,באר שבע,באר שבע_ערערה בנגב,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,35,6640.3,0.2,38,מעל שנה וחצי,,,39.7,52.9,52.17,60303.303,בינעירוני קצר,36,190,218,1155.9,6.1,1793,9.43684210526316,24.8,"יום שישי, 06:00 - 08:59 - שיא בוקר",
19051_1,19051,51,1,קווים,חשמונאים,מרכז,רמלה,רמלה,רמלה_רמלה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6.6,39.8,0.3,17,מעל שנה וחצי,3,,15.11,26.21,85.01,943.611,תלמידים,1,6,2.1,11.1,1.8,20,3.33333333333333,4,"יום חול, 06:00 - 08:59 - שיא בוקר","| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים נמוך - שים לב, במסלול הקו יש תחנות המשורתות על ידי קו זה בלבד| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת"
19054_3,19054,54,3,מטרופולין,הנגב,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,25.4,507.3,0.2,32,מעל שנה וחצי,11,נבטים,35.22,43.27,56.75,5192.625,אזורי,4,20,18.3,91.5,4.6,137,6.85,9,"יום חול, 12:00 - 14:59 - שפל יום 2",| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
19056_1,19056,56,1,קווים,חשמונאים,מרכז,רמלה,רמלה,רמלה_רמלה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.1,78.6,1.9,20,מעל שנה וחצי,,,13.83,30.8,13.74,2032.146,תלמידים,2,11,27.3,147.9,13.4,195.6,17.7818181818182,18,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15| קו עירוני עם פחות מ-10 נסיעות יומיות
19056_2,19056,56,2,קווים,חשמונאים,מרכז,רמלה,רמלה,רמלה_רמלה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.2,151,0.9,19,מעל שנה וחצי,,,20.53,21.04,19.39,2650.613,תלמידים,4,21,25.8,136.7,6.5,222.8,10.6095238095238,14.6,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות
19057_1,19057,57,1,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,מודיעין עילית_מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,3.1,92.8,2.2,46,מעל שנה וחצי,,,19.17,9.7,5.16,1047.996,תלמידים,3,18,34.4,203.1,11.3,249,13.8333333333333,18,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15| קו עירוני עם פחות מ-10 נסיעות יומיות
19057_2,19057,57,2,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,מודיעין עילית_מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,2.9,109,2,51,מעל שנה וחצי,,,15.35,11.34,5.56,1224.868,תלמידים,3,18,36,220.3,12.2,283.6,15.7555555555556,22.4,"יום שישי, 09:00 - 11:59 - שפל יום 1",| קו עירוני עם פחות מ-10 נסיעות יומיות
19058_1,19058,58,1,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,מודיעין עילית_מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,7.4,116.9,2.2,36,מעל שנה וחצי,,,19.41,22.87,9.48,2470.488,תלמידים,3,18,43.3,260.6,14.5,321,17.8333333333333,18,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15| קו עירוני עם פחות מ-10 נסיעות יומיות
19058_2,19058,58,2,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,מודיעין עילית_מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,8.6,133.3,2,36,מעל שנה וחצי,,,19.12,26.99,10.8,2913.84,תלמידים,3,18,45.7,269.8,15,346,19.2222222222222,22,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
19062_1,19062,62,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,נהריה,נהריה_נהריה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.4,50.2,0.9,25,מעל שנה וחצי,,,18.94,26.61,21.87,957.906,תלמידים,1,6,8.7,43.8,7.3,48,8,9.6,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
19062_2,19062,62,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,נהריה,נהריה_נהריה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,9.8,156.6,0.5,20,מעל שנה וחצי,,,17.76,33.11,37.05,3178.89,תלמידים,3,16,16.3,85.8,5.4,111.8,6.9875,11.8,"יום שישי, 09:00 - 11:59 - שפל יום 1",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
19063_1,19063,63,1,קווים,חדרה-נתניה,מטרופולין חיפה,חריש,חדרה,חריש_חדרה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,2,28.2,1628.7,0.2,33,מעל שנה וחצי,5,,31.28,54.09,71.37,18499.104,בינעירוני קצר,10,57,49.2,259.2,4.5,382.2,6.70526315789474,14,"יום חול, 06:00 - 08:59 - שיא בוקר",
19063_2,19063,63,2,קווים,חדרה-נתניה,מטרופולין חיפה,חדרה,חריש,חריש_חדרה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,2,27.5,1589.2,0.1,31,מעל שנה וחצי,5,,32.07,51.45,76.7,17594.98,בינעירוני קצר,10,57,44.2,229.4,4,347.4,6.09473684210526,10.2,"יום חול, 12:00 - 14:59 - שפל יום 2",
19065_1,19065,65,1,תנופה,שומרון,מרכז,נופים,פתח תקווה,נופים_פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,41.4,827.5,0.2,20,מעל שנה וחצי,,,38.12,65.16,38.24,7820.08,בינעירוני קצר,4,20,40.9,204.5,10.2,250,12.5,19,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15| ממוצע נוסעים לקמ נמוך| קו בינעירוני עם פחות מ-6 נסיעות יומיות
19065_2,19065,65,2,תנופה,שומרון,מרכז,פתח תקווה,נופים,נופים_פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,41.4,620.8,0.2,23,מעל שנה וחצי,,,34.91,71.15,55.93,6403.985,בינעירוני קצר,3,15,22.9,114.5,7.6,170,11.3333333333333,13,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 10| ממוצע נוסעים לקמ נמוך| קו בינעירוני עם פחות מ-6 נסיעות יומיות
19066_1,19066,66,1,מטרופולין,הנגב,הדרום,דימונה,ערערה בנגב,דימונה_ערערה בנגב,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,30.1,1652.8,0.1,30,מעל שנה וחצי,,,47.29,38.19,78.04,12603.46,אזורי,10,55,31.1,161.5,2.9,298.4,5.42545454545455,14,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 7| מיעוט נוסעים בשעת שיא הבוקר
19066_2,19066,66,2,מטרופולין,הנגב,הדרום,ערערה בנגב,דימונה,דימונה_ערערה בנגב,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,30.7,1687.2,0.1,31,מעל שנה וחצי,,,47.69,38.62,104.29,12744.238,אזורי,10,55,23.4,122.2,2.2,267,4.85454545454545,14,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 7| מיעוט נוסעים בשעת שיא הבוקר
19067_1,19067,67,1,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,14.8,4124.2,2.3,37,מעל שנה וחצי,,,16.81,52.83,9.38,88470.284,עירוני תדירות גבוהה,50,279,1738,9431.8,33.8,11118.8,39.8523297491039,76.2,"יום חול, 15:00 - 18:59 - שיא ערב",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
19067_2,19067,67,2,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,14.7,4206.8,2.2,39,מעל שנה וחצי,,,16.91,52.16,9.81,89831.151,עירוני תדירות גבוהה,52,287,1694.7,9157.1,31.9,11106.4,38.6982578397213,68,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
